return_period,median,LB,RB,group
610,-1885.5516635541044,-2176.5974375836176,-844.2494038868499,5.0
620,-1832.7691594477164,-2128.8034015509456,-789.8525688787031,5.0
630,-1782.23371281461,-2083.0772949745333,-737.8113047657935,5.0
640,-1736.0761766203195,-2039.4070600005161,-688.0150665147739,5.0
650,-1692.2031391114397,-1998.0830001912764,-640.3600422215259,5.0
660,-1650.0425337096294,-1959.4954739619952,-594.7486460628188,5.0
670,-1610.1488764426012,-1920.5458934620565,-550.9779012942272,5.0
680,-1569.8766622606308,-1883.5193923073239,-508.4082066413648,5.0
690,-1534.0109030289022,-1848.4101285051693,-463.63051592186457,5.0
700,-1498.8819662117603,-1814.5390836260613,-421.897738849535,5.0
710,-1465.2882028332988,-1781.8597640722674,-383.2126508495221,5.0
720,-1431.928123515505,-1750.8258318732114,-345.4574097974473,5.0
730,-1400.9372432108648,-1722.8885500450615,-306.72980282613935,5.0
740,-1370.7653004559088,-1696.527161659773,-274.4245673903388,5.0
750,-1343.4436621967634,-1671.4594862104368,-241.02921267142483,5.0
760,-1315.5069889683873,-1647.6339739825726,-208.97441410435022,5.0
770,-1288.1971467315961,-1625.0016983433707,-178.2085303435524,5.0
780,-1264.8282250115772,-1599.5924776054817,-148.1545147163106,5.0
790,-1239.0935188098756,-1572.6886029869202,-118.4712931565391,5.0
800,-1215.5863453944785,-1553.2377141792622,-89.93499452330252,5.0
810,-1193.7319566656151,-1534.8076439757751,-62.505740651893575,5.0
820,-1171.8261940029734,-1515.6241545739413,-36.14544617804495,5.0
830,-1152.0899873508006,-1495.7876074662236,-12.321264273001361,5.0
840,-1133.6209367831816,-1476.9391305257086,13.80390039851045,5.0
850,-1115.3544279670878,-1458.926709851543,39.36068576672733,5.0
860,-1098.4234825517124,-1442.0727029065492,64.17254122879604,5.0
870,-1080.5171588268113,-1426.591509564254,88.11151572834933,5.0
880,-1064.383463815162,-1411.9122463538133,111.1197559004795,5.0
