step,count_action_fam,count_floodplain_fam,risk_averse,seed
41,26,425,0.3,1151
42,26,427,0.3,1151
43,35,426,0.3,1151
44,38,427,0.3,1151
45,31,425,0.3,1151
46,27,423,0.3,1151
47,20,423,0.3,1151
48,27,424,0.3,1151
49,31,424,0.3,1151
50,25,422,0.3,1151
0,0,437,0.7,1151
1,30,425,0.7,1151
2,29,414,0.7,1151
3,22,416,0.7,1151
4,29,413,0.7,1151
5,31,411,0.7,1151
6,30,408,0.7,1151
7,32,410,0.7,1151
8,25,408,0.7,1151
9,38,405,0.7,1151
10,30,402,0.7,1151
11,28,403,0.7,1151
12,32,405,0.7,1151
13,33,412,0.7,1151
14,31,413,0.7,1151
15,31,417,0.7,1151
16,26,418,0.7,1151
17,45,417,0.7,1151
18,36,416,0.7,1151
19,32,413,0.7,1151
20,30,412,0.7,1151
21,31,417,0.7,1151
22,24,418,0.7,1151
23,35,419,0.7,1151
24,22,417,0.7,1151
25,25,423,0.7,1151
26,37,421,0.7,1151
27,25,425,0.7,1151
28,29,422,0.7,1151
29,42,425,0.7,1151
30,30,423,0.7,1151
31,35,426,0.7,1151
32,30,427,0.7,1151
33,24,428,0.7,1151
34,31,427,0.7,1151
35,32,430,0.7,1151
36,29,430,0.7,1151
37,23,428,0.7,1151
38,22,427,0.7,1151
39,34,424,0.7,1151
40,25,423,0.7,1151
41,26,425,0.7,1151
42,26,427,0.7,1151
43,35,426,0.7,1151
44,38,427,0.7,1151
45,31,425,0.7,1151
46,27,423,0.7,1151
47,20,423,0.7,1151
48,27,424,0.7,1151
49,31,424,0.7,1151
50,25,422,0.7,1151
0,0,436,0.3,1152
1,29,423,0.3,1152
2,32,413,0.3,1152
3,26,400,0.3,1152
4,24,392,0.3,1152
5,64,352,0.3,1152
6,80,314,0.3,1152
7,68,277,0.3,1152
8,67,239,0.3,1152
9,49,215,0.3,1152
10,43,202,0.3,1152
11,42,184,0.3,1152
12,37,182,0.3,1152
13,37,177,0.3,1152
14,45,199,0.3,1152
15,24,211,0.3,1152
16,38,234,0.3,1152
17,28,242,0.3,1152
18,21,250,0.3,1152
19,30,263,0.3,1152
20,29,277,0.3,1152
21,31,286,0.3,1152
22,24,288,0.3,1152
23,32,300,0.3,1152
24,29,308,0.3,1152
25,45,322,0.3,1152
26,21,325,0.3,1152
27,27,327,0.3,1152
28,31,334,0.3,1152
29,28,338,0.3,1152
30,27,337,0.3,1152
31,24,340,0.3,1152
32,32,345,0.3,1152
33,38,345,0.3,1152
34,25,346,0.3,1152
35,28,350,0.3,1152
36,39,358,0.3,1152
37,27,360,0.3,1152
38,26,361,0.3,1152
39,34,365,0.3,1152
40,31,368,0.3,1152
41,32,371,0.3,1152
42,25,373,0.3,1152
43,27,373,0.3,1152
44,30,372,0.3,1152
45,25,375,0.3,1152
46,30,380,0.3,1152
47,21,382,0.3,1152
48,24,374,0.3,1152
49,133,357,0.3,1152
50,139,352,0.3,1152
0,0,436,0.7,1152
1,29,423,0.7,1152
2,32,413,0.7,1152
3,26,400,0.7,1152
4,24,392,0.7,1152
5,26,386,0.7,1152
6,42,376,0.7,1152
7,30,369,0.7,1152
8,38,360,0.7,1152
9,25,353,0.7,1152
10,30,347,0.7,1152
11,33,340,0.7,1152
12,21,339,0.7,1152
13,28,333,0.7,1152
14,37,350,0.7,1152
15,27,364,0.7,1152
16,36,380,0.7,1152
17,30,391,0.7,1152
18,20,394,0.7,1152
19,30,396,0.7,1152
20,28,402,0.7,1152
21,30,406,0.7,1152
22,25,406,0.7,1152
23,30,409,0.7,1152
24,31,412,0.7,1152
25,41,412,0.7,1152
26,27,415,0.7,1152
27,25,415,0.7,1152
28,28,415,0.7,1152
29,30,416,0.7,1152
30,31,421,0.7,1152
31,20,420,0.7,1152
32,33,421,0.7,1152
33,38,418,0.7,1152
34,28,420,0.7,1152
35,25,421,0.7,1152
36,36,417,0.7,1152
37,32,418,0.7,1152
38,24,418,0.7,1152
39,34,415,0.7,1152
40,30,419,0.7,1152
41,36,417,0.7,1152
42,20,418,0.7,1152
43,30,421,0.7,1152
44,30,423,0.7,1152
45,24,423,0.7,1152
46,30,420,0.7,1152
47,23,422,0.7,1152
48,21,410,0.7,1152
49,34,400,0.7,1152
50,33,392,0.7,1152
0,0,424,0.3,1153
1,20,416,0.3,1153
2,26,404,0.3,1153
3,33,394,0.3,1153
4,34,393,0.3,1153
5,28,393,0.3,1153
6,38,401,0.3,1153
7,33,406,0.3,1153
8,33,406,0.3,1153
9,34,408,0.3,1153
10,28,404,0.3,1153
11,29,407,0.3,1153
12,32,409,0.3,1153
13,22,410,0.3,1153
14,28,410,0.3,1153
15,30,408,0.3,1153
16,27,409,0.3,1153
17,29,411,0.3,1153
18,25,414,0.3,1153
19,27,410,0.3,1153
20,39,408,0.3,1153
21,34,408,0.3,1153
22,26,408,0.3,1153
23,24,405,0.3,1153
24,31,409,0.3,1153
25,29,408,0.3,1153
26,28,409,0.3,1153
27,21,415,0.3,1153
28,33,413,0.3,1153
29,25,411,0.3,1153
30,23,410,0.3,1153
31,25,410,0.3,1153
32,29,413,0.3,1153
33,24,413,0.3,1153
34,33,414,0.3,1153
35,27,412,0.3,1153
36,29,413,0.3,1153
37,30,413,0.3,1153
38,37,412,0.3,1153
39,26,413,0.3,1153
40,22,414,0.3,1153
41,33,411,0.3,1153
42,44,413,0.3,1153
43,32,418,0.3,1153
44,30,414,0.3,1153
45,52,389,0.3,1153
46,64,363,0.3,1153
47,54,340,0.3,1153
48,40,331,0.3,1153
49,57,316,0.3,1153
50,33,309,0.3,1153
0,0,424,0.7,1153
1,20,416,0.7,1153
2,26,404,0.7,1153
3,33,394,0.7,1153
4,34,393,0.7,1153
5,28,393,0.7,1153
6,38,401,0.7,1153
7,33,406,0.7,1153
8,33,406,0.7,1153
9,34,408,0.7,1153
10,28,404,0.7,1153
11,29,407,0.7,1153
12,32,409,0.7,1153
13,22,410,0.7,1153
14,28,410,0.7,1153
15,30,408,0.7,1153
16,27,409,0.7,1153
17,29,411,0.7,1153
18,25,414,0.7,1153
19,27,410,0.7,1153
20,39,408,0.7,1153
21,34,408,0.7,1153
22,26,408,0.7,1153
23,24,405,0.7,1153
24,31,409,0.7,1153
25,29,408,0.7,1153
26,28,409,0.7,1153
27,21,415,0.7,1153
28,33,413,0.7,1153
29,25,411,0.7,1153
30,23,410,0.7,1153
31,25,410,0.7,1153
32,29,413,0.7,1153
33,24,413,0.7,1153
34,33,414,0.7,1153
35,27,412,0.7,1153
36,29,413,0.7,1153
37,30,413,0.7,1153
38,37,412,0.7,1153
39,26,413,0.7,1153
40,22,414,0.7,1153
41,33,411,0.7,1153
42,44,413,0.7,1153
43,32,418,0.7,1153
44,30,414,0.7,1153
45,25,408,0.7,1153
46,36,401,0.7,1153
47,27,394,0.7,1153
48,29,387,0.7,1153
49,35,376,0.7,1153
50,25,373,0.7,1153
0,0,432,0.3,1154
1,34,420,0.3,1154
2,28,411,0.3,1154
3,41,401,0.3,1154
4,41,395,0.3,1154
5,23,392,0.3,1154
6,24,393,0.3,1154
7,31,392,0.3,1154
8,30,396,0.3,1154
9,34,400,0.3,1154
10,33,399,0.3,1154
11,24,399,0.3,1154
12,30,400,0.3,1154
13,29,396,0.3,1154
14,24,399,0.3,1154
15,26,401,0.3,1154
16,27,406,0.3,1154
17,33,406,0.3,1154
18,30,408,0.3,1154
19,33,409,0.3,1154
20,35,410,0.3,1154
21,34,409,0.3,1154
22,34,413,0.3,1154
23,26,411,0.3,1154
24,32,414,0.3,1154
25,23,416,0.3,1154
26,23,415,0.3,1154
27,31,415,0.3,1154
28,35,418,0.3,1154
29,28,418,0.3,1154
30,26,415,0.3,1154
31,31,419,0.3,1154
32,35,419,0.3,1154
33,21,421,0.3,1154
34,33,409,0.3,1154
35,73,359,0.3,1154
36,90,311,0.3,1154
37,76,286,0.3,1154
38,70,265,0.3,1154
39,64,260,0.3,1154
40,65,251,0.3,1154
41,53,243,0.3,1154
42,69,242,0.3,1154
43,69,238,0.3,1154
44,68,249,0.3,1154
45,39,265,0.3,1154
46,27,275,0.3,1154
47,33,285,0.3,1154
48,25,293,0.3,1154
49,29,304,0.3,1154
50,28,310,0.3,1154
0,0,432,0.7,1154
1,34,420,0.7,1154
2,28,411,0.7,1154
3,41,401,0.7,1154
4,41,395,0.7,1154
5,23,392,0.7,1154
6,24,393,0.7,1154
7,31,392,0.7,1154
8,30,396,0.7,1154
9,34,400,0.7,1154
10,33,399,0.7,1154
11,24,399,0.7,1154
12,30,400,0.7,1154
13,29,396,0.7,1154
14,24,399,0.7,1154
15,26,401,0.7,1154
16,27,406,0.7,1154
17,33,406,0.7,1154
18,30,408,0.7,1154
19,33,409,0.7,1154
20,35,410,0.7,1154
21,34,409,0.7,1154
22,34,413,0.7,1154
23,26,411,0.7,1154
24,32,414,0.7,1154
25,23,416,0.7,1154
26,23,415,0.7,1154
27,31,415,0.7,1154
28,35,418,0.7,1154
29,28,418,0.7,1154
30,26,415,0.7,1154
31,31,419,0.7,1154
32,35,419,0.7,1154
33,21,421,0.7,1154
34,33,409,0.7,1154
35,28,401,0.7,1154
36,33,394,0.7,1154
37,36,381,0.7,1154
38,31,371,0.7,1154
39,31,355,0.7,1154
40,26,347,0.7,1154
41,23,342,0.7,1154
42,37,336,0.7,1154
43,28,332,0.7,1154
44,36,345,0.7,1154
45,39,356,0.7,1154
46,32,363,0.7,1154
47,32,367,0.7,1154
48,24,367,0.7,1154
49,31,374,0.7,1154
50,30,375,0.7,1154
0,0,451,0.3,1155
1,31,436,0.3,1155
2,29,426,0.3,1155
3,29,410,0.3,1155
4,40,415,0.3,1155
5,30,412,0.3,1155
6,33,409,0.3,1155
7,28,412,0.3,1155
8,32,414,0.3,1155
9,20,413,0.3,1155
10,38,410,0.3,1155
11,28,416,0.3,1155
12,36,412,0.3,1155
13,28,416,0.3,1155
14,31,416,0.3,1155
15,20,416,0.3,1155
16,31,415,0.3,1155
17,32,416,0.3,1155
18,23,418,0.3,1155
19,20,416,0.3,1155
20,42,417,0.3,1155
21,30,416,0.3,1155
22,27,415,0.3,1155
23,30,414,0.3,1155
24,34,410,0.3,1155
25,35,414,0.3,1155
26,30,416,0.3,1155
27,29,418,0.3,1155
28,27,415,0.3,1155
29,33,417,0.3,1155
30,26,417,0.3,1155
31,29,420,0.3,1155
32,31,422,0.3,1155
33,25,417,0.3,1155
34,31,417,0.3,1155
35,45,418,0.3,1155
36,33,416,0.3,1155
37,37,420,0.3,1155
38,41,422,0.3,1155
39,31,424,0.3,1155
40,32,424,0.3,1155
41,33,424,0.3,1155
42,34,422,0.3,1155
43,40,424,0.3,1155
44,29,424,0.3,1155
45,23,424,0.3,1155
46,42,426,0.3,1155
47,30,427,0.3,1155
48,30,429,0.3,1155
49,33,432,0.3,1155
50,28,432,0.3,1155
0,0,451,0.7,1155
1,31,436,0.7,1155
2,29,426,0.7,1155
3,29,410,0.7,1155
4,40,415,0.7,1155
5,30,412,0.7,1155
6,33,409,0.7,1155
7,28,412,0.7,1155
8,32,414,0.7,1155
9,20,413,0.7,1155
10,38,410,0.7,1155
11,28,416,0.7,1155
12,36,412,0.7,1155
13,28,416,0.7,1155
14,31,416,0.7,1155
15,20,416,0.7,1155
16,31,415,0.7,1155
17,32,416,0.7,1155
18,23,418,0.7,1155
19,20,416,0.7,1155
20,42,417,0.7,1155
21,30,416,0.7,1155
22,27,415,0.7,1155
23,30,414,0.7,1155
24,34,410,0.7,1155
25,35,414,0.7,1155
26,30,416,0.7,1155
27,29,418,0.7,1155
28,27,415,0.7,1155
29,33,417,0.7,1155
30,26,417,0.7,1155
31,29,420,0.7,1155
32,31,422,0.7,1155
33,25,417,0.7,1155
34,31,417,0.7,1155
35,45,418,0.7,1155
36,33,416,0.7,1155
37,37,420,0.7,1155
38,41,422,0.7,1155
39,31,424,0.7,1155
40,32,424,0.7,1155
41,33,424,0.7,1155
42,34,422,0.7,1155
43,40,424,0.7,1155
44,29,424,0.7,1155
45,23,424,0.7,1155
46,42,426,0.7,1155
47,30,427,0.7,1155
48,30,429,0.7,1155
49,33,432,0.7,1155
50,28,432,0.7,1155
0,0,448,0.3,1156
1,33,436,0.3,1156
2,43,426,0.3,1156
3,23,421,0.3,1156
4,33,418,0.3,1156
5,30,416,0.3,1156
6,24,416,0.3,1156
7,31,416,0.3,1156
8,29,414,0.3,1156
9,34,413,0.3,1156
10,23,412,0.3,1156
11,26,410,0.3,1156
12,24,417,0.3,1156
13,28,416,0.3,1156
14,26,412,0.3,1156
15,22,414,0.3,1156
16,31,414,0.3,1156
17,33,413,0.3,1156
18,38,417,0.3,1156
19,32,413,0.3,1156
20,26,416,0.3,1156
21,25,414,0.3,1156
22,32,413,0.3,1156
23,30,413,0.3,1156
24,22,410,0.3,1156
25,28,412,0.3,1156
26,19,413,0.3,1156
27,29,411,0.3,1156
28,34,413,0.3,1156
29,27,414,0.3,1156
30,22,413,0.3,1156
31,35,415,0.3,1156
32,32,412,0.3,1156
33,34,412,0.3,1156
34,36,401,0.3,1156
35,79,352,0.3,1156
36,68,309,0.3,1156
37,50,291,0.3,1156
38,69,261,0.3,1156
39,54,245,0.3,1156
40,47,237,0.3,1156
41,48,230,0.3,1156
42,48,229,0.3,1156
43,44,225,0.3,1156
44,45,242,0.3,1156
45,25,256,0.3,1156
46,24,263,0.3,1156
47,28,273,0.3,1156
48,33,280,0.3,1156
49,19,284,0.3,1156
50,29,281,0.3,1156
0,0,448,0.7,1156
1,33,436,0.7,1156
2,43,426,0.7,1156
3,23,421,0.7,1156
4,33,418,0.7,1156
5,30,416,0.7,1156
6,24,416,0.7,1156
7,31,416,0.7,1156
8,29,414,0.7,1156
9,34,413,0.7,1156
10,23,412,0.7,1156
11,26,410,0.7,1156
12,24,417,0.7,1156
13,28,416,0.7,1156
14,26,412,0.7,1156
15,22,414,0.7,1156
16,31,414,0.7,1156
17,33,413,0.7,1156
18,38,417,0.7,1156
19,32,413,0.7,1156
20,26,416,0.7,1156
21,25,414,0.7,1156
22,32,413,0.7,1156
23,30,413,0.7,1156
24,22,410,0.7,1156
25,28,412,0.7,1156
26,19,413,0.7,1156
27,29,411,0.7,1156
28,34,413,0.7,1156
29,27,414,0.7,1156
30,22,413,0.7,1156
31,35,415,0.7,1156
32,32,412,0.7,1156
33,34,412,0.7,1156
34,36,401,0.7,1156
35,32,396,0.7,1156
36,27,390,0.7,1156
37,26,384,0.7,1156
38,32,374,0.7,1156
39,30,366,0.7,1156
40,26,358,0.7,1156
41,36,348,0.7,1156
42,35,339,0.7,1156
43,31,333,0.7,1156
44,36,345,0.7,1156
45,26,352,0.7,1156
46,22,361,0.7,1156
47,29,367,0.7,1156
48,30,371,0.7,1156
49,23,372,0.7,1156
50,23,366,0.7,1156
0,0,428,0.3,1157
1,33,416,0.3,1157
2,22,409,0.3,1157
3,26,405,0.3,1157
4,29,405,0.3,1157
5,27,405,0.3,1157
6,35,404,0.3,1157
7,31,403,0.3,1157
8,22,405,0.3,1157
9,34,403,0.3,1157
10,31,407,0.3,1157
11,34,404,0.3,1157
12,21,403,0.3,1157
13,40,406,0.3,1157
14,30,405,0.3,1157
15,37,406,0.3,1157
16,23,411,0.3,1157
17,35,409,0.3,1157
18,22,412,0.3,1157
19,26,410,0.3,1157
20,34,414,0.3,1157
21,30,413,0.3,1157
22,31,416,0.3,1157
23,33,419,0.3,1157
24,28,421,0.3,1157
25,30,421,0.3,1157
26,33,420,0.3,1157
27,27,420,0.3,1157
28,21,425,0.3,1157
29,31,424,0.3,1157
30,19,424,0.3,1157
31,32,426,0.3,1157
32,33,426,0.3,1157
33,33,427,0.3,1157
34,29,427,0.3,1157
35,21,427,0.3,1157
36,25,427,0.3,1157
37,30,429,0.3,1157
38,25,427,0.3,1157
39,36,426,0.3,1157
40,45,430,0.3,1157
41,34,428,0.3,1157
42,37,427,0.3,1157
43,36,426,0.3,1157
44,37,426,0.3,1157
45,32,427,0.3,1157
46,30,429,0.3,1157
47,22,430,0.3,1157
48,28,428,0.3,1157
49,33,425,0.3,1157
50,27,422,0.3,1157
0,0,428,0.7,1157
1,33,416,0.7,1157
2,22,409,0.7,1157
3,26,405,0.7,1157
4,29,405,0.7,1157
5,27,405,0.7,1157
6,35,404,0.7,1157
7,31,403,0.7,1157
8,22,405,0.7,1157
9,34,403,0.7,1157
10,31,407,0.7,1157
11,34,404,0.7,1157
12,21,403,0.7,1157
13,40,406,0.7,1157
14,30,405,0.7,1157
15,37,406,0.7,1157
16,23,411,0.7,1157
17,35,409,0.7,1157
18,22,412,0.7,1157
19,26,410,0.7,1157
20,34,414,0.7,1157
21,30,413,0.7,1157
22,31,416,0.7,1157
23,33,419,0.7,1157
24,28,421,0.7,1157
25,30,421,0.7,1157
26,33,420,0.7,1157
27,27,420,0.7,1157
28,21,425,0.7,1157
29,31,424,0.7,1157
30,19,424,0.7,1157
31,32,426,0.7,1157
32,33,426,0.7,1157
33,33,427,0.7,1157
34,29,427,0.7,1157
35,21,427,0.7,1157
36,25,427,0.7,1157
37,30,429,0.7,1157
38,25,427,0.7,1157
39,36,426,0.7,1157
40,45,430,0.7,1157
41,34,428,0.7,1157
42,37,427,0.7,1157
43,36,426,0.7,1157
44,37,426,0.7,1157
45,32,427,0.7,1157
46,30,429,0.7,1157
47,22,430,0.7,1157
48,28,428,0.7,1157
49,33,425,0.7,1157
50,27,422,0.7,1157
0,0,440,0.3,1158
1,34,427,0.3,1158
2,36,420,0.3,1158
3,30,415,0.3,1158
4,25,415,0.3,1158
5,28,415,0.3,1158
6,29,420,0.3,1158
7,36,417,0.3,1158
8,21,419,0.3,1158
9,37,420,0.3,1158
10,30,417,0.3,1158
11,32,418,0.3,1158
12,25,416,0.3,1158
13,31,419,0.3,1158
14,29,414,0.3,1158
15,34,416,0.3,1158
16,31,416,0.3,1158
17,25,420,0.3,1158
18,33,418,0.3,1158
19,29,420,0.3,1158
20,31,418,0.3,1158
21,30,418,0.3,1158
22,27,419,0.3,1158
23,24,419,0.3,1158
24,33,422,0.3,1158
25,21,417,0.3,1158
26,23,420,0.3,1158
27,27,417,0.3,1158
28,24,420,0.3,1158
29,38,403,0.3,1158
30,88,352,0.3,1158
31,71,309,0.3,1158
32,53,285,0.3,1158
33,56,270,0.3,1158
34,54,253,0.3,1158
35,38,244,0.3,1158
36,51,241,0.3,1158
37,58,234,0.3,1158
38,64,227,0.3,1158
39,46,241,0.3,1158
40,22,250,0.3,1158
41,25,263,0.3,1158
42,32,278,0.3,1158
43,38,289,0.3,1158
44,35,297,0.3,1158
45,37,300,0.3,1158
46,32,311,0.3,1158
47,35,321,0.3,1158
48,35,332,0.3,1158
49,28,342,0.3,1158
50,25,345,0.3,1158
0,0,440,0.7,1158
1,34,427,0.7,1158
2,36,420,0.7,1158
3,30,415,0.7,1158
4,25,415,0.7,1158
5,28,415,0.7,1158
6,29,420,0.7,1158
7,36,417,0.7,1158
8,21,419,0.7,1158
9,37,420,0.7,1158
10,30,417,0.7,1158
11,32,418,0.7,1158
12,25,416,0.7,1158
13,31,419,0.7,1158
14,29,414,0.7,1158
15,34,416,0.7,1158
16,31,416,0.7,1158
17,25,420,0.7,1158
18,33,418,0.7,1158
19,29,420,0.7,1158
20,31,418,0.7,1158
21,30,418,0.7,1158
22,27,419,0.7,1158
23,24,419,0.7,1158
24,33,422,0.7,1158
25,21,417,0.7,1158
26,23,420,0.7,1158
27,27,417,0.7,1158
28,24,420,0.7,1158
29,38,403,0.7,1158
30,42,393,0.7,1158
31,31,384,0.7,1158
32,21,379,0.7,1158
33,35,371,0.7,1158
34,31,362,0.7,1158
35,18,359,0.7,1158
36,29,352,0.7,1158
37,38,344,0.7,1158
38,46,334,0.7,1158
39,29,349,0.7,1158
40,25,355,0.7,1158
41,27,359,0.7,1158
42,25,364,0.7,1158
43,41,369,0.7,1158
44,33,375,0.7,1158
45,33,378,0.7,1158
46,34,379,0.7,1158
47,38,382,0.7,1158
48,36,384,0.7,1158
49,26,386,0.7,1158
50,28,389,0.7,1158
0,0,424,0.3,1159
1,20,420,0.3,1159
2,26,408,0.3,1159
3,29,399,0.3,1159
4,24,395,0.3,1159
5,32,395,0.3,1159
6,35,395,0.3,1159
7,31,393,0.3,1159
8,25,397,0.3,1159
9,31,397,0.3,1159
10,21,395,0.3,1159
11,26,395,0.3,1159
12,39,393,0.3,1159
13,32,398,0.3,1159
14,30,400,0.3,1159
15,35,401,0.3,1159
16,34,407,0.3,1159
17,27,407,0.3,1159
18,31,408,0.3,1159
19,25,407,0.3,1159
20,21,412,0.3,1159
21,25,412,0.3,1159
22,34,414,0.3,1159
23,34,415,0.3,1159
24,28,418,0.3,1159
25,34,403,0.3,1159
26,99,340,0.3,1159
27,164,222,0.3,1159
28,74,176,0.3,1159
29,64,138,0.3,1159
30,78,97,0.3,1159
31,57,71,0.3,1159
32,72,50,0.3,1159
33,65,28,0.3,1159
34,56,15,0.3,1159
35,50,28,0.3,1159
36,37,50,0.3,1159
37,27,72,0.3,1159
38,41,99,0.3,1159
39,29,114,0.3,1159
40,30,127,0.3,1159
41,36,144,0.3,1159
42,32,158,0.3,1159
43,33,174,0.3,1159
44,30,185,0.3,1159
45,31,198,0.3,1159
46,30,205,0.3,1159
47,26,211,0.3,1159
48,39,227,0.3,1159
49,36,231,0.3,1159
50,26,243,0.3,1159
0,0,424,0.7,1159
1,20,420,0.7,1159
2,26,408,0.7,1159
3,29,399,0.7,1159
4,24,395,0.7,1159
5,32,395,0.7,1159
6,35,395,0.7,1159
7,31,393,0.7,1159
8,25,397,0.7,1159
9,31,397,0.7,1159
10,21,395,0.7,1159
11,26,395,0.7,1159
12,39,393,0.7,1159
13,32,398,0.7,1159
14,30,400,0.7,1159
15,35,401,0.7,1159
16,34,407,0.7,1159
17,27,407,0.7,1159
18,31,408,0.7,1159
19,25,407,0.7,1159
20,21,412,0.7,1159
21,25,412,0.7,1159
22,34,414,0.7,1159
23,34,415,0.7,1159
24,28,418,0.7,1159
25,34,403,0.7,1159
26,41,380,0.7,1159
27,46,364,0.7,1159
28,30,356,0.7,1159
29,23,348,0.7,1159
30,31,338,0.7,1159
31,22,331,0.7,1159
32,34,317,0.7,1159
33,36,307,0.7,1159
34,30,295,0.7,1159
35,43,280,0.7,1159
36,28,297,0.7,1159
37,28,307,0.7,1159
38,37,311,0.7,1159
39,30,320,0.7,1159
40,30,330,0.7,1159
41,36,335,0.7,1159
42,36,343,0.7,1159
43,29,346,0.7,1159
44,32,351,0.7,1159
45,33,356,0.7,1159
46,27,358,0.7,1159
47,32,368,0.7,1159
48,35,372,0.7,1159
49,32,379,0.7,1159
50,31,382,0.7,1159
0,0,436,0.3,1160
1,18,433,0.3,1160
2,51,409,0.3,1160
3,41,402,0.3,1160
4,23,397,0.3,1160
5,25,396,0.3,1160
6,42,396,0.3,1160
7,25,400,0.3,1160
8,25,404,0.3,1160
9,17,407,0.3,1160
10,37,404,0.3,1160
11,34,401,0.3,1160
12,25,403,0.3,1160
13,31,402,0.3,1160
14,28,406,0.3,1160
15,24,408,0.3,1160
16,29,407,0.3,1160
17,41,410,0.3,1160
18,27,409,0.3,1160
19,32,405,0.3,1160
20,37,406,0.3,1160
21,31,408,0.3,1160
22,28,409,0.3,1160
23,27,405,0.3,1160
24,33,407,0.3,1160
25,22,406,0.3,1160
26,29,406,0.3,1160
27,33,412,0.3,1160
28,25,408,0.3,1160
29,29,393,0.3,1160
30,74,345,0.3,1160
31,88,297,0.3,1160
32,79,271,0.3,1160
33,55,253,0.3,1160
34,64,245,0.3,1160
35,57,232,0.3,1160
36,62,224,0.3,1160
37,73,226,0.3,1160
38,67,227,0.3,1160
39,54,233,0.3,1160
40,32,248,0.3,1160
41,29,254,0.3,1160
42,34,262,0.3,1160
43,26,271,0.3,1160
44,24,276,0.3,1160
45,22,281,0.3,1160
46,25,289,0.3,1160
47,29,298,0.3,1160
48,35,307,0.3,1160
49,26,311,0.3,1160
50,36,319,0.3,1160
0,0,436,0.7,1160
1,18,433,0.7,1160
2,51,409,0.7,1160
3,41,402,0.7,1160
4,23,397,0.7,1160
5,25,396,0.7,1160
6,42,396,0.7,1160
7,25,400,0.7,1160
8,25,404,0.7,1160
9,17,407,0.7,1160
10,37,404,0.7,1160
11,34,401,0.7,1160
12,25,403,0.7,1160
13,31,402,0.7,1160
14,28,406,0.7,1160
15,24,408,0.7,1160
16,29,407,0.7,1160
17,41,410,0.7,1160
18,27,409,0.7,1160
19,32,405,0.7,1160
20,37,406,0.7,1160
21,31,408,0.7,1160
22,28,409,0.7,1160
23,27,405,0.7,1160
24,33,407,0.7,1160
25,22,406,0.7,1160
26,29,406,0.7,1160
27,33,412,0.7,1160
28,25,408,0.7,1160
29,29,393,0.7,1160
30,31,382,0.7,1160
31,34,369,0.7,1160
32,47,347,0.7,1160
33,22,335,0.7,1160
34,30,330,0.7,1160
35,25,323,0.7,1160
36,25,317,0.7,1160
37,32,312,0.7,1160
38,40,302,0.7,1160
39,24,314,0.7,1160
40,30,327,0.7,1160
41,35,339,0.7,1160
42,34,345,0.7,1160
43,24,349,0.7,1160
44,29,354,0.7,1160
45,23,361,0.7,1160
46,22,363,0.7,1160
47,26,364,0.7,1160
48,37,376,0.7,1160
49,31,375,0.7,1160
50,31,378,0.7,1160
0,0,443,0.3,1161
1,27,437,0.3,1161
2,34,428,0.3,1161
3,42,420,0.3,1161
4,27,423,0.3,1161
5,24,424,0.3,1161
6,26,424,0.3,1161
7,33,424,0.3,1161
8,33,425,0.3,1161
9,29,427,0.3,1161
10,29,421,0.3,1161
11,27,422,0.3,1161
12,40,420,0.3,1161
13,21,418,0.3,1161
14,41,418,0.3,1161
15,25,418,0.3,1161
16,28,421,0.3,1161
17,33,420,0.3,1161
18,28,420,0.3,1161
19,28,418,0.3,1161
20,29,420,0.3,1161
21,34,423,0.3,1161
22,38,422,0.3,1161
23,25,425,0.3,1161
24,19,426,0.3,1161
25,34,426,0.3,1161
26,32,426,0.3,1161
27,34,421,0.3,1161
28,25,419,0.3,1161
29,23,422,0.3,1161
30,41,424,0.3,1161
31,31,423,0.3,1161
32,39,422,0.3,1161
33,33,424,0.3,1161
34,26,422,0.3,1161
35,25,422,0.3,1161
36,27,423,0.3,1161
37,39,422,0.3,1161
38,28,425,0.3,1161
39,36,429,0.3,1161
40,33,430,0.3,1161
41,34,429,0.3,1161
42,37,429,0.3,1161
43,40,430,0.3,1161
44,21,429,0.3,1161
45,33,429,0.3,1161
46,30,430,0.3,1161
47,26,431,0.3,1161
48,23,433,0.3,1161
49,31,434,0.3,1161
50,39,432,0.3,1161
0,0,443,0.7,1161
1,27,437,0.7,1161
2,34,428,0.7,1161
3,42,420,0.7,1161
4,27,423,0.7,1161
5,24,424,0.7,1161
6,26,424,0.7,1161
7,33,424,0.7,1161
8,33,425,0.7,1161
9,29,427,0.7,1161
10,29,421,0.7,1161
11,27,422,0.7,1161
12,40,420,0.7,1161
13,21,418,0.7,1161
14,41,418,0.7,1161
15,25,418,0.7,1161
16,28,421,0.7,1161
17,33,420,0.7,1161
18,28,420,0.7,1161
19,28,418,0.7,1161
20,29,420,0.7,1161
21,34,423,0.7,1161
22,38,422,0.7,1161
23,25,425,0.7,1161
24,19,426,0.7,1161
25,34,426,0.7,1161
26,32,426,0.7,1161
27,34,421,0.7,1161
28,25,419,0.7,1161
29,23,422,0.7,1161
30,41,424,0.7,1161
31,31,423,0.7,1161
32,39,422,0.7,1161
33,33,424,0.7,1161
34,26,422,0.7,1161
35,25,422,0.7,1161
36,27,423,0.7,1161
37,39,422,0.7,1161
38,28,425,0.7,1161
39,36,429,0.7,1161
40,33,430,0.7,1161
41,34,429,0.7,1161
42,37,429,0.7,1161
43,40,430,0.7,1161
